icd,Latin,Transliterated
G11,"Mentis retardatio, XIX autosomal dominant","ментис ретардацио, XIX аутозомал доминант"
Q87,"Mentis retardatio, autosomal dominant XXIII","ментис ретардацио, аутозомал доминант XXIII"
Q87,"Mentis retardatio, XXI autosomal dominant","ментис ретардацио, XXI аутозомал доминант"
F84,"Mentis retardatio, XXVI autosomal dominant","ментис ретардацио, XXVI аутозомал доминант"
G40,"Mentis retardatio, XXXI autosomal dominant","ментис ретардацио, XXXI аутозомал доминант"
Q87,"Mentis retardatio, XXVIII autosomal dominant","ментис ретардацио, XXVIII аутозомал доминант"
Q12,autosomal recessive naturali cataracta I,аутозомал рецессиве натурали катаракта I
E72,Defectus carbamoyl PHOSPHATE synthetase,дефектус карбамоил фосфате синтетазе
E72,Carbamoyl-phosphas defectus Synthetase,карбамоил-фосфас дефектус синтетазе
E71,Alpha III methylglutaconic aciduria type IV,алфа III метилглутаконик ацидуриа типе IV
G12,musculus flexor paternum genus VI motricium neuropathia,мускулус флекзор патернум генус VI мотрициум неуропатиа
D00,Carcinoma in situ gulam (inordinatio),карцинома ин ситу гулам (инординацио)
C06,"malignum in maxillam, Planus","малигнум ин макзилам, планус"
D35,Non Functioning Neoplasma malignum in Hydrastis,нон функционинг неоплазма малигнум ин хидрастис
C74,Animal enim malignum medulla,анимал еним малигнум медула
Q12,autosomal recessive naturali cataracta II,аутозомал рецессиве натурали катаракта II
Q12,autosomal recessive controversia nati V suffusio,аутозомал рецессиве контроверзиа нати V суффузио
K85,Fascitis acuti pancreatitis (inordinatio),фасцитис акути панкреатитис (инординацио)
K85,acuti pancreatitis (inordinatio) [ambigua],акути панкреатитис (инординацио) [амбигуа]
K85,non specificatarum acuti pancreatitis (inordinatio),нон спецификатарум акути панкреатитис (инординацио)
C05,palatum durum maligna tumore (inordinatio),палатум дурум малигна туморе (инординацио)
Q84,"CLAVUS inordinatio, NONSYNDROMIC Congenita: VII","клавус инординацио, нонсиндромик конгенита: VII"
D80,Hyper-IgM defectus syndrome ex CD40,хипер-игм дефектус синдроме екс кд40
D36,Idiopathic multicentric morbo Castleman,идиопатик мултицентрик морбо кастлеман
D36,multicentric giant lympha nodi hyperplasia,мултицентрик гиант лимфа ноди хиперплазиа
Q87,"flexorum digitorum, esophageal syndrome, oculo-duodeni","флекзорум дигиторум, езофагеал синдроме, окуло-дуодени"
C54,prima malignum endometrium,прима малигнум ендометриум
C85,Prima Mediastinal B-Large Lymphom,прима медиастинал б-ларге лимфом
C83,Prima Mediastinal B-Large Lymphom,прима медиастинал б-ларге лимфом
Q04,X-LX coniunctum mentis retardatio (formerly),кс-лкс кониунктум ментис ретардацио (формерли)
Q04,"Mentis retardatio, X-LX coniunctum, Olim","ментис ретардацио, кс-лкс кониунктум, олим"
C73,Papillaris vel folliculorum glandulae carcinoma,папиларис вел фоликулорум гландуле карцинома
G60,"Neuropathia, congenita hypomyelinating, I","неуропатиа, конгенита хипомиелинатинг, I"
D47,Desidiosa praecipere systemica mastocytosis (inordinatio),дезидиоза преципере системика мастоцитозис (инординацио)
Q77,"Condrodisplasia punctata, Nabu genus","кондродисплазиа пунктата, набу генус"
G12,II amyotrophic lateralibus lumbos: Iuvenalibus,II амиотрофик латералибус лумбос: иувеналибус
G11,autosomal recessive SPASTICUS XXI paraplegia,аутозомал рецессиве спастикус XXI параплегиа
C34,Tumor et familiaris bilionem Dysplasia Domini High Definition,тумор ет фамилиарис билионем дисплазиа домини хигх дефиницион
M89,Pachydermoperiostosis de clavus [ambigua],пахидермопериостозис де клавус [амбигуа]
M89,Pachydermoperiostosis syndrome (inordinatio),пахидермопериостозис синдроме (инординацио)
N87,Cervus ad squamosa ossis temporalis moderatus Dysplasia,цервус ад сквамоза оссис темпоралис модератус дисплазиа
O99,postpartum pondus lucrum nimia hydropicus,постпартум пондус лукрум нимиа хидропикус
G11,Autosomal recessive SPASTICUS ataxia type III,аутозомал рецессиве спастикус атакзиа типе III
G11,Autosomal recessive SPASTICUS ataxia type IV,аутозомал рецессиве спастикус атакзиа типе IV
G11,Autosomal recessive SPASTICUS ataxia type II,аутозомал рецессиве спастикус атакзиа типе II
G11,Autosomal recessive SPASTICUS ataxia type V,аутозомал рецессиве спастикус атакзиа типе V
M33,genus pueritia Dermatomyositis (inordinatio),генус пуерициа дерматомиозитис (инординацио)
C44,Glandulae in Ulcus Cruris malignum,гландуле ин улкус крурис малигнум
E78,"VII-dehydrocholesterol vulgare defectum,","вии-дехидрохолестерол вулгаре дефектум,"
Q87,"VII-dehydrocholesterol vulgare defectum,","вии-дехидрохолестерол вулгаре дефектум,"
