
диагноза,ICD
Несъвместима дисоциация,H49
Несъвместима дисоциация (разстройство),H49
Паралитична клечка NOS (разстройство),H49
Паралитичен страбизъм,H49
Паралитичен страбизъм (разстройство),H49
Паралитичен страбизъм, неопределен,H49
Неопределен паралитичен страбизъм (разстройство),H49
Разстройство на сексуалния мазохизъм,F65
Флебит и тромбофлебит на илиачната вена,I80
Флебит и тромбофлебит на илиачната вена NOS (разстройство),I80
Ексудативна сенилна макулна дегенерация на ретината,H35
Дегенерация на Кунт-Юний,H35
Дегенерация на Кунт-Юний (разстройство),H35
Неоваскуларна възрастова макулна дегенерация,H35
Сенилна макулна дегенерация, мокра,H35
Мокра сенилна дегенерация на ретината на макулата,H35
остра гастроеджунална язва с кръвоизлив,K28
остра гастроеджунална язва с кръвоизлив И запушване,K28
остра гастроеджунална язва с кръвоизлив И запушване (разстройство),K28
остра гастроеджунална язва с кръвоизлив И перфорация,K28
остра гастроеджунална язва с кръвоизлив и перфорация, с обструкция,K28
остра гастроеджунална язва с кръвоизлив, с перфорация И с обструкция,K28
остра гастроеджунална язва с кръвоизлив, с перфорация И с обструкция (разстройство),K28
остра гастроеджунална язва с перфорация,K28
остра гастроеджунална язва с перфорация И запушване,K28
остра гастроеджунална язва с перфорация И запушване (разстройство),K28
остра гастроеджунална язва с перфорация, с обструкция,K28
остра гастроеджунална язва без кръвоизлив И без перфорация,K28
остра гастроеджунална язва без кръвоизлив, без перфорация И без запушване,K28
остра гастроеджунална язва без кръвоизлив, без перфорация И без запушване (разстройство),K28
остра гастроеджунална язва без споменаване на кръвоизлив или перфорация, без споменаване на обструкция,K28
остра гастроеджунална язва, с кръвоизлив, с обструкция,K28
хронична гастроеджунална язва без кръвоизлив И без перфорация,K28
хронична гастроеджунална язва без кръвоизлив, без перфорация И без запушване,K28
хронична гастроеджунална язва без кръвоизлив, без перфорация И без запушване (разстройство),K28
хронична гастроеджунална язва без споменаване на кръвоизлив или перфорация, без споменаване на обструкция,K28
остър салпингит и / или оофорит,N70
остър салпингит и оофорит,N70
остър салпингит и оофорит NOS (разстройство),N70
остър салпингоофорит (разстройство),N70
салпингоофорит, остър,N70
Съдова аномалия на конюнктива,H11
Конюнктивална съдова аномалия (нарушение),H11
конюнктивална съдова болест,H11
заболяване на конюнктивалната васкулатура,H11
нарушение на конюнктивалната васкулатура,H11
съдови аномалии на конюнктивата,H11
съдова аномалия на конюнктивата (разстройство),H11
Салпингит и оофорит не са посочени като остър, подостър или хроничен,N70
Неопределени салпингит и оофорит (разстройство),N70
Салпингит / оофорит,N70
Салпингит / оофорит NOS,N70
Салпингит / оофорит NOS (разстройство),N70
Неопределен салпингоофорит (разстройство),N70
Възпалително заболяване на тубо-яйчниците,N70
Възпалително заболяване на тубо-яйчниците (разстройство),N70
Неопределен салпингит и оофорит NOS (разстройство),N70
остър салпингит,N70
остър салпингит (разстройство),N70
салпингит, остър,N70
Незряла катаракта NOS (разстройство),H25
Зарастваща катаракта,H25
ALPS,D89
ALPS (автоимунен лимфопролиферативен синдром),D89
Синдром на Канале-Смит,D89
тип 1b ALPS,D89
тип 2 ALPS,D89
Дерматит херпетиформ,L13
Болест на Дюринг,L13
Дерматит херпетиформ (разстройство),L13
Dermatitis herpetiformis [дуп] (разстройство),L13
Dermatosis herpetiformis,L13
Болест на Дюринг-Брок,L13
ИББ,J84
интерстициален пневмонит,J84
Синдром на диабет insipidus-захарен диабет-оптична атрофия-глухота,E13
Диабет инсипидус, захарен диабет, оптична атрофия и синдром на глухотата,E13
Захарен диабет И инсипид с оптична атрофия И глухота (разстройство),E13
DIDMOAD синдром,E13
остеохондрит,M92
Остеохондроза,M92
(Остеохондроза NOS) или (апофизит NOS) или (епифизит NOS) или (остеохондрит NOS),M92
apophysitis,M92
Епифизна некроза,M92
Епифизна некроза, NOS,M92
epiphysiopathy,M92
epiphysitis,M92
остеохондрит ювенилис,M92
Остеохондрозата не е посочена като възрастна или непълнолетна, на неуточнено място,M92
остеохондрит,M93
Остеохондроза,M93
(Остеохондроза NOS) или (апофизит NOS) или (епифизит NOS) или (остеохондрит NOS),M93
apophysitis,M93
Епифизна некроза,M93
Епифизна некроза, NOS,M93
epiphysiopathy,M93
epiphysitis,M93
остеохондрит ювенилис,M93
Остеохондрозата не е посочена като възрастна или непълнолетна, на неуточнено място,M93
А-1ATD,Е88
A1AD,Е88
Недостиг на А1АТ,Е88
Дефицит на ААТ,Е88
AATD,Е88
Недостиг на антитрипсин в Алфа 1,Е88
Недостиг на алфа 1-антитрипсин,Е88
Недостиг на антитрипсин в Алфа-1,Е88
ДЕФИЦИЕНТ НА ​​АЛФА-1-АНТИТРИПСИН,Е88
Недостиг на инхибитор на Алпа-1-протеиназа,Е88
